# RYA-489 Section 6 replication-grade per-line data product
# Every value below is PROJECTED from a committed artifact; this
# file measures nothing. Regenerate with the generator named below.
# star: solar
# element: Fe
# Teff: 5772.0
# log_g: 4.438
# Fe_H: 0.0
# xi_microturb: 1.0
# params_source: GBS: Heiter+2015 (Teff/logg), Jofré+2014 ([Fe/H], ξ)
# reference_stack: py3.12 + numpy 2.x (RYA-517 reference stack)
# damping_source: synthesis
# replication_grade: yes
# gold_version: Fe_I=v5
# commit_sha: 4e3dabb5ba139c89ca0b5f5538afb64525ab8fae
# input_commit: 4e3dabb5ba139c89ca0b5f5538afb64525ab8fae
# litscan_anchor: best_external Amarsi et al. 2021 (A&A 653, A141) sigma_ext 0.04
# generated_utc: 2026-08-18T21:08:52+00:00
# generator_script: scripts/generate_perline_product.py
# sources: damping_source=synthesis; replication_grade=yes; band_products=/home/damienabraxas/rya870_repo/data/results/rya847/gated, /home/damienabraxas/rya870_repo/data/results/rya877; linelist=linelist_solar.csv; canonical_gf=canonical_gf.csv; problem_children=problem_children.csv
#
element,ion,wavelength_air_A,excitation_potential_eV,log_gf,gf_source,gf_grade,gf_sigma_dex,damping_rad,damping_stark,damping_vdW,damping_form,hfs_isotope_note,instrument,arm,method,ew_mA,reduced_ew,red_chi2,sigma_A_dex,sigma_A_basis,engine,scale,A_X_line,status,reason_code,reason_note
Fe,I,6027.0703,4.0758,-1.089,BWL,ungraded,,8.01,-6.03,380.25,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,74.44324489971218,-4.908280961833154,17.136,0.0317368853436928,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,CHI2-GATE: red_chi2 17.136 >= 10.0. The fit converged (A=7.407) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.
Fe,I,6082.7098,2.2227,-3.573,VALD3,ungraded,,6.69,-6.13,306.271,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,44.617856552821095,-5.134588394311901,7.465,0.0231297018337454,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.495,in_aggregate,,
Fe,I,6085.2575,2.7586,-3.095,VALD3,ungraded,,8.2,-5.89,344.26,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,22.734824575789943,-5.4275873527983,9.786,0.0378974876063628,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.471,in_aggregate,,
Fe,I,6093.6421,4.6076,-1.4,MRW,ungraded,,8.33,-4.57,866.274,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,48.99752592567139,-5.094702791690543,1.825,0.0124003002211232,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.558,in_aggregate,,
Fe,I,6094.3724,4.652,-1.84,MRW,ungraded,,8.33,-4.01,914.276,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,63.52797575009227,-4.981963971268244,1.18,0.0115181536379145,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.739,in_aggregate,,
Fe,I,6096.6565,5.0995,-2.32,K07,ungraded_kurucz,,8.8,-4.59,-7.32,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,44.18001322766065,-5.139865884971443,1.93,0.0121167472457648,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.475,in_aggregate,,
Fe,I,6098.2432,4.5585,-1.859,K07,ungraded_kurucz,,8.44,-4.7,797.269,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,18.423240599633456,-5.519838716346623,3.163,0.0210648356245862,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.554,in_aggregate,,
Fe,I,6105.1272,4.5485,-2.532,K07,ungraded_kurucz,,8.33,-3.96,788.274,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,23.11998116478797,-5.421707240936682,1.102,0.0158005204828105,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,8.051,in_aggregate,,
Fe,I,6127.9058,4.1426,-1.399,VALD3,ungraded,,8.0,-6.02,290.25,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,55.99334012348281,-5.039175705701177,3.327,0.0154026339480722,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.521,in_aggregate,,
Fe,I,6147.8339,4.0758,-1.671,BWL,ungraded,,7.53,-6.03,-7.8,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,77.78878717613345,-4.897805125020546,3.822,0.011712689994868,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.527,in_aggregate,,
Fe,I,6151.6169,2.1759,-3.299,VALD3,ungraded,,8.29,-6.16,277.263,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,53.542133989029125,-5.060293604829639,4.741,0.0187310376685077,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.505,in_aggregate,,
Fe,I,6157.7275,4.0758,-1.16,MRW,ungraded,,7.89,-6.03,375.255,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,76.53093428447083,-4.90558345081218,4.648,0.0224781500746102,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.518,in_aggregate,,
Fe,I,6159.3729,4.6076,-1.97,VALD3,ungraded,,8.33,-4.71,840.273,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,12.004634796938204,-5.710187545332159,0.632,0.013638564385339,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.527,in_aggregate,,
Fe,I,6165.3594,4.1426,-1.474,VALD3,ungraded,,8.0,-6.02,380.25,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,66.26503613655335,-4.968673959048133,4.664,0.0200268204675189,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.517,in_aggregate,,
Fe,I,6173.334,2.2227,-2.88,GESB82c,ungraded,,8.31,-6.16,281.266,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,73.3531405598382,-4.925101061955595,6.672,0.0267435970518855,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.526,in_aggregate,,
Fe,I,6180.2018,2.7275,-2.586,VALD3,ungraded,,8.21,-5.91,335.259,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,66.94633499974628,-4.965275849791172,5.161,0.0253255131522232,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.427,in_aggregate,,
Fe,I,6185.6927,5.6491,-0.625,VALD3,ungraded,,,,,unknown,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-B (ts-lte),1D-LTE,,flagged_kept,ABUNDANCE_OUTLIER,"RYA-764/783: the 1D-LTE EW inversion returns A(Fe I) = 9.150 on this line at EW 22.0 mA -- physically impossible for the Sun (~7.5) and it ENTERS the band-product aggregate, because derive_band_products.py does not consult this registry. It is one of 17 (VIS) / 11 (IR) used lines above A=8.0 in the EW route; the ENGINE-B flux fit produces ZERO such lines in the IR (max 7.953) on the same pool, so the pathology is the EW->abundance inversion, not the spectrum. The median protects the reported product value, but these lines are the heavy tail of the Engine-A minus Engine-B per-line diagnostic (robust sd 0.10 dex, naive sd 0.50). CAUSE NOT ESTABLISHED -- misidentification, a wrong gf and unmodelled blending all produce this signature; do NOT re-source the gf on this evidence. || RYA-808: required_treatment exclude -> investigate. The cause is not established (status=owed), and a treatment cannot be prescribed from an undiagnosed cause (RYA-161). Behaviour is UNCHANGED -- aggregate_action already kept owed rows in the aggregate, flagged. When a cause IS established: status -> active AND required_treatment -> the diagnosed treatment. || RYA-809 RCA: NOT IN RYA-782's POOL (canonical_gf source VALD3 has no accuracy tier in SOURCE_DEX), so diagnosed from linelist_solar: offset -0.3 mA; competitive neighbour none; catalogued central_depth 0.1710 predicts ~27.2 mA against 22.0 measured = 0.8x; EP 5.65 eV; log gf -0.625; A = 9.150. Position, isolation and depth ALL come back clean and the line absorbs LESS than catalogued, so ghost, blend and gf are each excluded as the cause — yet the inversion returns 9.150. THE LINE IS EXONERATED AND THE EW->ABUNDANCE INVERSION IS IMPLICATED, which is the per-line face of RYA-783's aggregate finding (the flux fit puts ZERO lines above A=8.0 on this pool). Stays investigate/owed: excluding a clean line would be backwards, and the method fault is not a property of the line (RYA-161)."
Fe,I,6187.9888,3.9433,-1.62,MRW,ungraded,,7.75,-5.38,903.244,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,56.02806378342353,-5.043143904585369,2.624,0.0140445155318644,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.468,in_aggregate,,
Fe,I,6216.3553,4.7331,-1.424,K07,ungraded_kurucz,,8.41,-4.39,-7.52,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,62.35438781436728,-4.9986688091502005,2.66,0.0223518350401074,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.505,in_aggregate,,
Fe,I,6226.7338,3.8835,-2.12,MRW,ungraded,,7.83,-5.27,845.244,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,31.426027107964572,-5.296970818741669,2.447,0.0144091592577227,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.511,in_aggregate,,
Fe,I,6229.2255,2.845,-2.805,BKK,ungraded,,8.2,-5.88,350.25,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,44.39806866350834,-5.147069974245991,4.251,0.0174331295821698,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.361,in_aggregate,,
Fe,I,6240.6458,2.2227,-3.233,VALD3,ungraded,,6.81,-6.13,301.272,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,82.34175210956754,-4.879609430153614,6.304,0.0150491502484484,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.457,in_aggregate,,
Fe,I,6270.223,2.8581,-2.47,BKK+BWL,ungraded,,8.2,-5.88,350.249,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,62.031257155907184,-5.004672403876007,6.856,0.0256091938394471,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.41,in_aggregate,,
Fe,I,6271.2775,3.332,-2.703,VALD3,ungraded,,8.22,-5.41,720.247,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,28.67422086297909,-5.339864392384892,1.411,0.0118933432189239,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.448,in_aggregate,,
Fe,I,6279.7443,5.3139,-1.523,VALD3,ungraded,,,,,unknown,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,248.893865302139,-4.401927768082984,121.962,0.2344267923319968,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,CHI2-GATE: red_chi2 121.962 >= 10.0. The fit converged (A=9.122) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.
Fe,I,6330.8474,4.7331,-1.64,MRW,ungraded,,8.41,-4.5,915.277,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,36.94246912451334,-5.233935926304528,0.932,0.0092048260613816,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.978,in_aggregate,,
Fe,I,6380.7428,4.1864,-1.376,VALD3,ungraded,,7.88,-6.03,380.25,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,54.88649205545224,-5.065405764361066,4.254,0.0210080830905209,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.598,in_aggregate,,
Fe,I,6383.7149,4.4733,-2.644,K07,ungraded_kurucz,,8.38,-5.57,-7.57,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,9.565425945355528,-5.824369169172042,2.991,0.0374239016542016,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.536,in_aggregate,,
Fe,I,6392.5374,2.2786,-4.03,VALD3,ungraded,,8.31,-6.16,310.243,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,55.56929081399267,-5.060838423306116,0.854,0.0109997415571298,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.525,in_aggregate,,
Fe,I,6416.9258,4.7955,-1.109,K07,ungraded_kurucz,,8.41,-4.39,-7.52,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,42.54597549196718,-5.178468531910764,1.038,0.0096741266712254,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.366,in_aggregate,,
Fe,I,6436.4055,4.1864,-2.58,K07,ungraded_kurucz,,7.48,-6.03,-7.81,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,10.356064941481971,-5.793448632103416,3.029,0.0337888541373882,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.65,in_aggregate,,
Fe,I,6469.1172,2.4041,-4.321,K07,ungraded_kurucz,,8.08,-6.05,-7.79,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,63.2365246172662,-5.0098770255028695,3.546,0.0157349894455542,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.5,in_aggregate,,
Fe,I,6469.1917,4.8349,-0.73,MRW,ungraded,,8.4,-4.76,982.286,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,64.0600138426745,-5.00426299250084,3.574,0.0148138739033911,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.508,in_aggregate,,
Fe,I,6481.8694,2.2786,-2.981,BKK+GESB82,ungraded,,8.29,-6.16,308.243,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,74.39565756620767,-4.940152689643746,7.674,0.0271401955459443,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.57,in_aggregate,,
Fe,I,6495.7409,4.8349,-0.94,VALD3,ungraded,,8.4,-5.88,972.285,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,309.12293164346164,-4.322497470087956,34.267,0.0560992653988257,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,CHI2-GATE: red_chi2 34.267 >= 10.0. The fit converged (A=7.611) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.
Fe,I,6498.9379,0.9582,-4.699,VALD3,ungraded,,4.36,-6.21,226.253,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,42.65445604175973,-5.182877979213261,8.075,0.0245142584662248,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.483,in_aggregate,,
Fe,I,6518.3653,2.8316,-2.438,BK+BWL,ungraded,,8.21,-5.91,336.251,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,58.81349764771674,-5.044661687664605,21.626,0.0447948910996828,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,CHI2-GATE: red_chi2 21.626 >= 10.0. The fit converged (A=7.399) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.
Fe,I,6533.9276,4.5585,-1.36,MRW,ungraded,,8.41,-4.47,908.277,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,44.83079506023272,-5.163597876899987,5.251,0.0227080177842985,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.696,in_aggregate,,
Fe,I,6551.6767,0.9901,-5.79,FMW,ungraded,,4.06,-6.21,-7.83,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,4.696057932226945,-6.144619012639355,0.814,0.0347245344825366,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.401,in_aggregate,,
Fe,I,6597.5588,4.7955,-0.97,MRW,ungraded,,8.4,-4.69,893.276,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,44.63417597349415,-5.169715748176938,3.089,0.0180596459979194,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.555,in_aggregate,,
Fe,I,6604.5854,4.8349,-1.819,K07,ungraded_kurucz,,8.4,-4.72,-7.52,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,6.043739629284759,-6.038539813954458,1.312,0.0198558029440858,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.709,excluded,ATOMIC_BLEND,"RYA-764/783: the 1D-LTE EW inversion returns A(Fe I) = 9.344 on this line at EW 41.4 mA -- physically impossible for the Sun (~7.5) and it ENTERS the band-product aggregate, because derive_band_products.py does not consult this registry. It is one of 17 (VIS) / 11 (IR) used lines above A=8.0 in the EW route; the ENGINE-B flux fit produces ZERO such lines in the IR (max 7.953) on the same pool, so the pathology is the EW->abundance inversion, not the spectrum. The median protects the reported product value, but these lines are the heavy tail of the Engine-A minus Engine-B per-line diagnostic (robust sd 0.10 dex, naive sd 0.50). CAUSE NOT ESTABLISHED -- misidentification, a wrong gf and unmodelled blending all produce this signature; do NOT re-source the gf on this evidence. || RYA-808: required_treatment exclude -> investigate. The cause is not established (status=owed), and a treatment cannot be prescribed from an undiagnosed cause (RYA-161). Behaviour is UNCHANGED -- aggregate_action already kept owed rows in the aggregate, flagged. When a cause IS established: status -> active AND required_treatment -> the diagnosed treatment. || RYA-809 RCA: GHOST: absorbs 3.3x the EW its catalogued central_depth (0.079) can support, with no co-located absorber to account for it — the feature is not this transition. mismatch 0.6 mA; Sc II at -0.78 dex after abundance weighting (per-atom +3.54, A(Sc)=3.14 vs A(Fe)=7.46); gf K07 (+/-0.2 dex); REW -5.203; A 9.344 (+1.740 vs pool median); EW-vs-strength residual +0.276 dex; absorbs 3.3x the EW its catalogued central_depth supports"
Fe,I,6608.0246,2.2786,-4.03,VALD3,ungraded,,8.3,-6.16,306.242,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,25.863710104718788,-5.4073808272741655,1.719,0.0158949363974924,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.538,in_aggregate,,
Fe,I,6609.1093,2.5592,-2.692,VALD3,ungraded,,7.99,-6.08,335.245,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,93.40817311390462,-4.849758056007578,10.175,0.0274217711930425,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,CHI2-GATE: red_chi2 10.175 >= 10.0. The fit converged (A=7.496) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.
Fe,I,6625.0211,1.0111,-5.336,GESB86,ungraded,,4.06,-6.21,-7.83,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,16.056334839345226,-5.61554084942804,2.622,0.021593931496215,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.477,in_aggregate,,
Fe,I,6627.5434,4.5485,-1.59,2014MNRAS.,ungraded,0.1,8.33,-5.34,754.209,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,30.934542418696225,-5.3309088840072745,2.154,0.0144961991178693,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.594,in_aggregate,,
Fe,I,6653.8509,4.1544,-2.215,K07,ungraded_kurucz,,8.41,-5.29,959.246,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,11.528312277510114,-5.761307332856893,0.253,0.0094751122390248,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.277,in_aggregate,,
Fe,I,6703.5655,2.7586,-3.06,MRW,ungraded,,8.08,-6.28,320.264,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,51.20207905527289,-5.117018261375624,4.141,0.0183402666284609,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.526,in_aggregate,,
Fe,I,6705.1169,4.607,-0.87,2014MNRAS.,ungraded,0.04,8.4,-4.47,-7.48,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,58.478199032058825,-5.059412364859066,2.532,0.0148582593050119,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.303,in_aggregate,,
Fe,I,6710.3176,1.4849,-4.88,VALD3,ungraded,,7.27,-6.15,252.246,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,16.940396645981764,-5.5978195010811564,1.161,0.0144362337561897,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.517,in_aggregate,,
Fe,I,6713.742,4.7955,-1.5,MRW,ungraded,,8.41,-4.57,857.272,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,58.804504826236574,-5.057554050614058,0.614,0.0094512281891256,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.573,in_aggregate,,
Fe,I,6715.3813,4.6076,-1.54,MRW,ungraded,,8.33,-5.57,777.208,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,43.68987374869055,-5.186689887263699,0.507,0.0074914804129723,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.531,in_aggregate,,
Fe,I,6725.3553,4.1034,-2.1,2014MNRAS.,ungraded,0.1,8.4,-5.38,897.241,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,19.47759489435829,-5.538179904126312,2.464,0.0202112576626241,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.355,in_aggregate,,
Fe,I,6726.6658,4.607,-1.133,K07,ungraded_kurucz,,8.36,-4.69,-7.52,classical log gamma,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,51.76221623848376,-5.113786988520708,5.071,0.0208996368197974,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.596,in_aggregate,,
Fe,I,6729.0116,5.4457,-1.379,VALD3,ungraded,,,,,unknown,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,,,,,"no chi2 surface on this route — EW inversion, see ew_mA for the measured quantity",ENGINE-B (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,"NOT-IN-SYNTH-LINELIST: a +/-0.5 dex abundance swing moves the synthetic flux by at most 0.00023. This line is absent from the synthesis line list, or carries a gf too weak to register, so no abundance can be fitted from it. Coverage gap, not a measurement failure."
Fe,I,6732.0643,4.5844,-2.02,K07,ungraded_kurucz,,7.82,-5.37,274.26,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,7.913297455764396,-5.92979076451796,6.001,0.0768223663721272,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.269,in_aggregate,,
Fe,I,6733.1498,4.6382,-1.15,GESHRL14,ungraded,,8.41,-5.36,781.273,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,21.177589878281196,-5.502341743241031,12.229,0.0135208460311539,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,,excluded,DERIVER_EXCLUDED,CHI2-GATE: red_chi2 12.229 >= 10.0. The fit converged (A=7.006) but does not describe the observed flux well enough to carry an abundance. Measured and retained; excluded from the aggregate only.
Fe,I,6739.52,1.5574,-4.794,BKK,ungraded,,7.24,-6.15,256.244,ABO packed sigma.alpha,HFS components in canonical_gf: 1,kpno_solar_atlas,VIS,synthesis_fit,12.609004401351276,-5.727948170128308,0.63,0.0140283013977886,"chi2 curvature at the minimum, rescaled to red_chi2==1 (RYA-847/848)",ENGINE-B (ts-lte),1D-LTE,7.357,in_aggregate,,
